id,gen,smile,source,score
AAVI,0,COc1ccc(CNC(=O)c2ccc(C)cc2)c(OC)c1,training,-6.6
AANS,0,CN(CCCNc1ccnc(Nc2ccc(Cl)c(C(F)(F)F)c2)c1)C(=O)Cc1ccccc1,generated,-6.6
ABID,0,COc1cccc(C2CC(c3ccc(C)cc3)=CC2=O)c1,generated,-6.6
AATA,0,CC(C)NC(=O)c1cn(Cc2cc(C#N)ccc2Cl)cn1,generated,-6.6
AABY,0,Cc1cc(C)c(OCc2cc(C(C)(C)C)no2)c(C)c1,generated,-6.6
ABRM,0,O=C(Nc1ccncc1)c1ccc(NC2CCCCC2)nc1,generated,-6.6
ABRI,0,O=C(OCc1ccccc1)c1ccc(=O)n(Cc2ccccc2)c1,generated,-6.6
AALN,1,CC1=C(C(=O)OC(C)(C)C)C(c2ccc(Cl)cc2)N(Cc2ccccc2)C1=O,generated,-6.6
AATW,0,Cc1cc(C)c(OCC(=O)NN=Cc2ccc(Cl)cc2)c(=O)[nH]1,generated,-6.6
AAKF,1,Cc1ccc(OCc2cccc(C(=O)NC(C)(C)C)c2)cc1,generated,-6.6
AAOT,1,O=C(Nc1ccccc1[N+](=O)[O-])Nc1ccccc1C(F)(F)F,generated,-6.6
AAKX,0,COc1ccc(OC)c(-c2cc(-c3ccccc3)no2)c1,generated,-6.6
AAPU,0,Cc1ccc(C(=O)c2ccc(C)[nH]c2=O)c(C)c1,generated,-6.6
AAAQ,0,Cc1ccc(-c2cc(C(=O)N3CCCC3)no2)cc1,generated,-6.6
ABEY,0,CC1CCN(C(=O)CN2CCN(CC=Cc3ccccc3)CC2)CC1,generated,-6.6
AAUM,0,N#Cc1ccc(Cn2ccc(-c3cc(Cl)ccn3)n2)cc1,generated,-6.6
ABMY,0,Cc1cc(CN(C)C(=O)C2CCN(c3ncccn3)CC2)no1,training,-6.6
ABNC,0,Cc1cc(N2CCOCC2)c2oc(-c3ccc(Cl)cc3)cc(=O)c2c1,generated,-6.6
AANB,1,CC(C)NC(=O)c1ccc(CNC(=O)c2cccc(F)c2)cc1,generated,-6.6
AAEJ,0,CC(C)C(CNC(=O)N1CCOCC1)c1ccc2ccccc2c1,generated,-6.6
AARI,0,Cc1nn(C)c(C)c1NC(=O)c1c(O)ccc2ccccc12,generated,-6.6
AAFW,0,O=C(CC1CCCCC1)N1CCC(n2cccn2)CC1,generated,-6.6
AAVC,0,COC(=O)c1cc(C)ccc1NC(=O)c1cccc(F)c1,generated,-6.6
AAQX,0,CCCCCCCCCCCCCC(=O)c1ccc(O)c(S(=O)(=O)Nc2nccs2)c1,generated,-6.6
ABGL,0,CN(Cc1ccc(F)cc1)C(=O)c1cccc(Cl)c1Cl,generated,-6.6
AANK,1,COC(=O)NC(C(=O)O)C(CO)NC(=O)OC1COC2OCCC12,generated,-6.6
ABED,0,Cc1cccc(CC(C)CO)c1C(=O)c1ccc(F)cc1,generated,-6.6
ABDY,0,c1ccc(-c2ccc(CN3CCCC3c3ccccc3)o2)cc1,generated,-6.6
AAWF,0,Cc1cc(NC(=O)C2CC(=O)N(N3CCOCC3)C2)ccc1F,generated,-6.6
AASZ,0,Cc1ccc(S(=O)(=O)NNC(=O)c2ccc([N+](=O)[O-])o2)cc1,generated,-6.6
AAOS,0,Cc1ccc(-c2cc(N3CCN(C)CC3)[nH]c(=O)c2)cc1,generated,-6.6
AAJR,0,Cc1cc(C(=O)O)n(CC2CN(Cc3ccccc3)C2)n1,generated,-6.6
AAAH,0,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(O)cc3)CC2)c(C)c1,training,-6.6
AAIT,0,O=C1C=C(c2cccnc2)CN(CC(=O)Nc2ccc(F)cc2)CC1,generated,-6.6
ABRW,0,CC(C)Cc1ccc(C=NNc2nc3ccccc3o2)cc1,generated,-6.6
AAAM,0,O=C(c1ccncc1)N1CC2CN(C(=O)C3CCCC3)CC2C1,generated,-6.6
AAJD,0,CC(C)COc1ccc(CNC(=O)C(C)NC(C)C(=O)O)cc1,generated,-6.6
ABOE,0,COc1cc(C(=O)Nc2ccn(Cc3cccc(F)c3)n2)ccn1,generated,-6.6
AAGP,0,O=C(Nc1ncc(Cc2ccc(F)cc2)s1)c1ccccc1,generated,-6.6
ABBH,0,CCC(c1nnnn1CC(F)(F)F)N(C)C(=O)c1cccc(-n2ccnc2)c1,generated,-6.6
AAIF,1,CC1CC(C)CN(C(=O)CC(NC(=O)OC(C)(C)C)C(=O)NC(C)(C)C)C1,generated,-6.6
ABFB,0,O=C(Cc1ccno1)Nc1ccc2c(c1)C(=O)C(=O)N2,generated,-6.6
AAAH,1,CNS(=O)(=O)c1ccc(CNC(=O)c2ccc(C)cc2)cc1,generated,-6.6
AADU,1,CCc1cc(COc2ccc(C(CO)NC(=O)NC)cc2)n(-c2ccccc2)n1,generated,-6.6
AAEY,1,CC(C)(C)c1ccc(-c2ccc(CNCc3ccccc3)cc2)cc1,generated,-6.6
AAFA,1,O=C(NCCC(O)(Cc1ccccc1)c1ccccc1)Nc1ccccc1,generated,-6.6
AACO,1,CCOC1=CNc2cc(OCc3cccc(C(=O)O)c3)ccc2C=C1,generated,-6.6
AATM,0,COc1ccc(Cn2c(C(=O)NCc3ccccc3F)noc2=O)cc1,generated,-6.6
AACH,1,CC(C)(C)NC(=O)C1CC2CCCCC2N1CC(O)c1ccccc1,generated,-6.6
AABP,1,O=C(Nc1cccc(CN2CCOC2)c1)Nc1cccc(C(F)(F)F)c1,generated,-6.6
AAGH,1,O=C(C=Cc1ccccc1)Nc1ccc(-c2ccccc2Cl)nn1,generated,-6.6
AACV,0,CC(=O)c1ccc(C#Cc2ccc(-c3ccccc3)cc2)cc1,generated,-6.5
AAND,0,CCN(CC)CCNc1ccc(-c2ccc(N3CCN(C)CC3)cc2)c2ccccc12,generated,-6.5
AAZD,0,CC(C)(C)c1cc(C(=O)NCC2(O)CCCC2)on1,generated,-6.5
AADO,0,COc1ccc(C(O)=NNC(=O)c2ccc(O)cc2)cc1OC,generated,-6.5
ABJQ,0,N#Cc1cccnc1N1CCC(OCCc2ccccc2)CC1,generated,-6.5
AAWT,0,Cc1cc(NC(=O)CN(C)S(=O)(=O)c2ccc(C(F)(F)F)cc2)n[nH]1,generated,-6.5
ABQP,0,Cc1ccn(C(=O)C2CCN(C(=O)C3CCC3)CC2)n1,generated,-6.5
ABKO,0,Cc1cc2c(cc1C)NC(c1ccc(F)cc1)C(=O)N2,generated,-6.5
AAXG,0,Cn1cccc1C(=O)Nc1cnc(N2CCc3cnccc32)nc1,generated,-6.5
ABHE,0,Cc1noc(C)c1CC(=O)N1CCN(Cc2cc(C(F)(F)F)nn2C)CC1,generated,-6.5
AATL,0,CC(C)(CNC1CCCCC1)NCC(O)c1ccc(S(N)(=O)=O)cc1,generated,-6.5
ABHH,0,O=C(COc1ccc2c(c1)OCCO2)NCc1ccc(C(F)(F)F)cc1,generated,-6.5
AAWB,0,CC(C)(C)C(=O)N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,generated,-6.5
ABHT,0,CC(C)(C)c1ccc(C(=O)NCC(O)c2ccco2)cc1,generated,-6.5
ABQG,0,CN(CC1CCCO1)C(=O)CSc1cc(C(N)=O)nc(C(F)(F)F)n1,generated,-6.5
ABGD,0,CCCCCc1ccc(Oc2ccc(NC(=O)Nc3ccc(C(=N)N)cc3)cc2)c(C(=O)NCCCCCCCCCCCCC(=O)NO)c1,generated,-6.5
AAZV,0,Cc1ccc2nc(N=Cc3ccc4[nH]ccc4c3)c(=O)[nH]c2c1,generated,-6.5
ABEA,0,COc1ccc(Cn2ccc3c(NCCN4CCCC4)ncnc32)cc1,generated,-6.5
AAKN,0,O=C(Nc1ccc(F)cc1N1CCOCC1)C1CC1c1ccccc1,generated,-6.5
AAMX,1,CC1CN(C(=O)COc2ccc(C(CN)c3ccccc3)cc2)CC(C)O1,generated,-6.5
AADQ,1,CC(C)(C)NC(=O)C1CN(Cc2ccc(C(F)(F)F)cc2)CCN1CCO,generated,-6.5
AADK,1,CC1CCC(NC(=O)Cc2ccccc2[N+](=O)[O-])CC1,generated,-6.5
AAEZ,1,CC(=O)NC(CC(C)C)C(N)CC(C)(C)C,generated,-6.5
AANL,1,CCCC1CCC(NC(=O)c2cccc(NC(=O)OC)c2)CC1,generated,-6.5
AAGF,1,CC(C)(C)C(NC(=O)CCc1ccccc1)C(=O)NC1CCN(CC(F)(F)F)CC1,generated,-6.5
AAGN,1,CNC(=O)Nc1ccc(Nc2nc(C)cc(-c3ccccc3OC)n2)cc1,generated,-6.5
AAOE,1,N#Cc1ccc(CNC(=O)c2cccc(C(F)(F)F)c2)cc1,generated,-6.5
AAFY,0,O=C(CSc1nc(=O)n2ccsc2n1)Nc1ccccc1,generated,-6.5
AARM,0,O=C(NC1(c2ccccc2)CC1)N1CCN(Cc2ccccc2)CC1,generated,-6.5
ABKK,0,CC(=O)Nc1ccc(NC(=O)NCCC(c2ccccc2C)n2cccc2)cc1,generated,-6.5
AARO,0,O=C(O)c1ccc(-n2cc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,generated,-6.5
AAZA,0,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(F)c1,generated,-6.5
ABEF,0,Cc1ccc(CN2CCCC(c3nncn3C)C2)cc1,generated,-6.5
AATG,0,CN(C)CCNc1ccc2c(c1)C(=O)c1ccccc1-2,generated,-6.5
AAHV,0,COC(=O)C=C(SC)S(=O)(=O)c1ccc(C(C)(C)C)cc1,generated,-6.5
AAXS,0,Cc1nn(C)c2c1N(C(=O)CCCc1cc(F)ccc1F)CCO2,generated,-6.5
AAUB,0,COC(=O)c1cccc(CNCc2ccc(C(C)(C)C)cc2)n1,generated,-6.5
AAYB,0,Cc1nc2ccccc2n1C(=O)c1ccc(-n2cccn2)cc1,generated,-6.5
ABTD,0,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,manual,-6.5
ABBL,0,CCOc1cccc(C(=O)Nc2nnc(SC)nc2N)c1,generated,-6.5
AAJW,0,CC(=O)Nc1nc(N)c2[nH]c(-c3ccccn3)nc2n1,generated,-6.5
ABPG,0,CN1CCC(C(=O)NCC2CN3CCCCC3CO2)CC1=O,generated,-6.5
AAPC,0,O=C(NCc1ccnc(OC2CCC2)c1)Nc1cccnc1,generated,-6.5
ABPL,0,Cc1c(C(=O)CN2CCC(C)CC2)oc2c(F)ccc(F)c12,generated,-6.5
AAQA,0,COc1ccc(NC(=O)CSc2nc(C3CC3)nc3ccccc23)cc1,training,-6.5
AAIL,0,CC(C)(C)OC(=O)N1CCCN(C(=O)Cc2ccc(F)cc2)CC1,training,-6.5
ABBG,0,Cc1ccc(C)c(CNc2cc(N3CCOCC3)ncn2)c1,generated,-6.5
AAOE,0,O=C(O)c1c(S(=O)(=O)O)cc(=O)[nH]c1O,generated,-6.5
ABPJ,0,CN(C)c1nc(NC[S+]([O-])C2CC3CCC2C3)nc(N(C)c2ccccc2)n1,generated,-6.5
ABOH,0,COc1cc(O)c2c(c1)OC(=Cc1ccc(O)cc1)C2=O,generated,-6.5
ABOF,0,CCCCN(CCCC)CC(O)c1cc(C23CC4CC(CC(C4)C2)C3)n(C(C)(C)C)c1,generated,-6.5
AAOY,0,CN1CCN(CCCOc2ccc(-c3cc4ccc(O)cc4s3)cc2)CC1,generated,-6.5
ABRT,0,CN(CC(=O)Nc1ccc(Oc2cccnc2)nc1)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,generated,-6.5
AAFD,0,O=C(Cc1ccc(Cl)cc1)NCC(O)c1cccc(Cl)c1,generated,-6.5
AAPT,0,Cc1ccc(-c2nc(NC(=O)C(C)(C)N3CCOCC3)cs2)s1,generated,-6.5
ABPA,0,Cc1cc(C)n(-c2cc(NC(=O)CC3CCCC3)n[nH]2)n1,generated,-6.5
AACL,0,CC1(C)CCC(CN2CCN(C3CCCC3)CC2)CC1,generated,-6.5
AAEG,0,COC(=O)NC(C(=O)NC(C)S(=O)(=O)c1ccccc1)C(C)C,generated,-6.5
AAYD,0,CC(C)COc1ccc(C(=O)NCCc2ncccc2C#N)cc1,generated,-6.5
AAEN,0,Cc1ccc(OC(=O)c2ccnc(S(N)(=O)=O)c2)cc1,generated,-6.5
AADU,0,Cc1cc(C)c(CNC(=O)NCc2ccc(Cl)cc2)c(C)n1,generated,-6.5
ABFG,0,CC(C)C1C(=O)NCCN1Cc1ccc(-c2ccccc2)cc1,generated,-6.5
AAUF,0,COC1CCC(COc2ccc(CCC(=O)C=Cc3ccc(OCCCCCC(=O)NO)cc3)cc2)CC1,generated,-6.5
AARD,0,CC(C)C1SC(=Nc2ccc(Cl)cc2)SC1=Cc1ccc(Br)cc1,generated,-6.5
AAVL,0,O=C(NCc1ccc2[nH]nnc2c1)c1csc(-c2ccncc2)n1,generated,-6.5
AAZN,0,CC(=O)N1CCN(C(=O)Cc2cc3sccc3nc2C)CC1,generated,-6.4
AAEU,0,CC1(C)CCOCCC1NC(=O)Nc1cnn(CC(F)F)c1,generated,-6.4
AAMI,0,Cc1nc(C#N)ccc1N1CCN(C(=O)CCc2ccccc2)CC1,generated,-6.4
ABEL,0,CC(c1cccs1)N(C)C(=O)CC1CCCCN1S(C)(=O)=O,generated,-6.4
AABO,0,Cc1ccccc1C(=O)C=Cc1ccc(Cl)c(Cl)c1,generated,-6.4
AARW,0,CCc1ccc(CN(C)C(=O)c2ccnc(-n3cnnn3)c2)cc1,generated,-6.4
AANL,0,CON=C(c1ccccc1)c1nc(-c2ccc(F)cc2)c(O)c(=O)[nH]1,generated,-6.4
ABIA,0,CC(C)(C)c1cc(C(=O)OCC(=O)Nc2ccc(C(N)=O)cc2)no1,generated,-6.4
ABAD,0,CCCNc1nc(NC(=O)C(C)c2ccc(F)cc2)cc(=O)[nH]1,generated,-6.4
AALM,0,CC(C)(Cn1ccnc1)NC(=O)C1(c2ccc(F)cc2)CC1,generated,-6.4
AAIV,0,CCNC(=O)c1nc(NC(=O)c2ccc(F)cc2)oc1C,generated,-6.4
ABHM,0,CCc1nc2c(cnn2-c2ccc(C=O)cc2)c(=O)[nH]1,generated,-6.4
ABQH,0,CC1(C)CC(=O)C2=C(C1)Oc1nc[nH]c1CC(C)(C)O2,generated,-6.4
ABLP,0,Cc1cc(NC(=O)NC2COc3ccccc3O2)cc(C)n1,generated,-6.4
AAYL,0,Cc1ccccc1CNC(=O)C1CCN(S(C)(=O)=O)CC1,training,-6.4
AAGY,0,Cc1cc(OC2CCN(C(=O)Cc3ccc(C)o3)CC2)no1,generated,-6.4
AASQ,0,CCOc1cc(CO)ccc1Oc1c(C)cc(C)cc1C(C)C,generated,-6.4
AACE,0,CC(=NNC(N)=S)c1ccc(C(=O)c2ccccc2)cc1,generated,-6.4
AAXQ,0,CC(C(=O)Nc1ccc(Cl)cn1)c1nc2ccccc2[nH]1,generated,-6.4
AANA,0,CC(C)(C)OC(=O)NC1CCCN(Cc2ccccc2OC(F)F)C1,generated,-6.4
ABNV,0,CC(=O)Nc1cc(C(=O)NC(C)c2ccc(F)c(F)c2)no1,generated,-6.4
AAMX,0,CCOC(=O)c1[nH]c(C)c(C(=O)C=Cc2ccc(C)cc2)c1C,generated,-6.4
ABDI,0,CC(C)(C)NC(=O)CNC(=O)Nc1cccc(-n2cccn2)c1,generated,-6.4
ABJX,0,COc1ccc(-c2cnc(-c3cc(Cl)ccc3O)s2)cc1,generated,-6.4
ABKN,0,CCOc1ccc(OCCn2c(=O)ccc3ccccc32)cc1,generated,-6.4
AAHM,0,O=C(CN1CCCC1)Nc1cc(-c2cccnc2)no1,generated,-6.4
ABDN,0,Cc1cccc(C)c1N(C)S(=O)(=O)c1cnn(C)c1,generated,-6.4
AAHI,0,CC(=O)NC(CC(=O)NCC(C)(C)c1ccccn1)C(C)C,generated,-6.4
AABG,0,CNC(=O)C=Cc1ccc([S+]([O-])Cc2ccccc2)cc1,generated,-6.4
AAIY,0,CC(C)Oc1ccc2cc(-c3ccc(O)c(O)c3)oc2c1,generated,-6.4
ABCU,0,O=C(Nc1cnn(Cc2cccc(F)c2)c1)C1CCCO1,generated,-6.4
AALZ,0,CN(C(=O)CN1CCC(c2cccc(N)c2)CC1)S(C)(=O)=O,generated,-6.4
AANM,0,O=c1[nH]c2ccc(F)cc2nc1-c1ccc(Cl)cc1,generated,-6.4
ABQD,0,Cc1cc(C)nc(N2CCC(c3cc(F)cc(F)c3)C2)n1,generated,-6.4
AATR,0,CCCCNC(=NC(=O)Nc1ccc(OC)cc1)NC(C)C,generated,-6.4
AAKS,1,CC(C)(C)NC(=O)C1CC2CCCCN2CC(O)CN1Cc1ccccc1,generated,-6.4
AAJS,1,Cc1cccc(NS(=O)(=O)C2(Cc3ccccc3)CC2)c1,generated,-6.4
AAHY,0,CCc1cc(C(=O)Nc2cc(C(C)C)no2)[nH]n1,generated,-6.4
ABON,0,CC(CC#N)N(C)C(=O)Nc1cc(-c2ccc(F)cc2)on1,generated,-6.4
AAQB,0,CC(C)C1COC2(CCCCN2Cc2ccc(C#N)cc2)O1,generated,-6.4
AALV,1,NC(=O)c1ccc(NC(=O)COc2ccc3c(c2)OCO3)cc1,training,-6.4
AAYY,0,COC(=O)c1cc2oc3ccc(Cl)cc3c(=O)c2o1,generated,-6.4
AAHO,0,Cc1ccc(Cn2ccnc2NC(=O)Cc2ccc(Cl)cc2)cc1,generated,-6.4
AAHP,1,CNC(=O)c1ccc(NC(=O)c2ccc(C)cc2)cc1,training,-6.4
ABRL,0,CC(=O)c1cccc(NC(=O)c2csc(C)cc2=O)c1,generated,-6.4
AAYS,0,COc1cc(NC(=NC#N)NC2CCCCC2)cc(OC)c1OC,generated,-6.4
AADC,0,COCCNC(=O)C(C#N)=Cc1ccc(C(F)(F)F)cc1,generated,-6.4
AADK,0,CC(C)Oc1ccc(-c2nnc(-c3ccco3)o2)cc1,generated,-6.4
AAJP,0,Cc1nn(C(=O)CSc2nc3ccccc3[nH]2)c(C)c1C,generated,-6.4
AAGX,0,CN(C)c1ccc(NC(=N)NCCc2ccccc2)c([N+](=O)[O-])c1,generated,-6.4
AANF,0,CCOC(=O)N1CCc2nc(Nc3ccc(C)cc3)sc2C1,generated,-6.4
ABCO,0,CN(CCCNc1ccc2nc(S(N)(=O)=O)[nH]c2c1)c1ccccc1,generated,-6.4
ABSQ,0,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,hiv,-6.4
AAOZ,1,CNS(=O)(=O)c1ccc(C(C)C)cc1C(=O)NC(C)(C)C,generated,-6.4
AAOP,0,Cc1ccc(CNc2ccc(-n3cccc3C(=O)N(C)C)cc2)cc1,generated,-6.4
ABMV,0,O=C(Nc1ccc(F)c(-c2ccc3c(c2)OCO3)c1)NC1CCOC1,generated,-6.4
AABQ,0,O=C(Nc1ccc(-n2cnnn2)cc1)Nc1cccc(Cl)c1,training,-6.4
ABGX,0,COc1cccc(N2CCN(C(=O)c3nnn(C)c3C)CC2)c1,generated,-6.4
AAJJ,0,NC(=O)NC(Cc1ccc(F)cc1)C(=O)NCC(F)(F)F,generated,-6.4
AARE,0,CCOC1CCCN(c2nc(N)nc(-n3cccn3)n2)C1,generated,-6.4
AAJH,0,CCc1cnc(C(=O)N(C)Cc2ccccc2C(F)(F)F)nc1,generated,-6.4
ABNH,0,Cc1ccc(CN2CCOCC2C(=O)Nc2ccc(F)cc2)o1,generated,-6.4
ABIB,0,COc1cc(-c2n[nH]c(CNc3ccccc3F)n2)cc(OC)c1OC,generated,-6.4
AAKV,1,O=[N+]([O-])c1ccc(NCc2cccc(OCc3ccccc3)c2)cc1,generated,-6.3
AAKT,1,O=C(NCCCCn1cccn1)c1ccc(OCc2ccccc2)cc1,generated,-6.3
AAKK,1,CN1CCN(Cc2cccc(Nc3ccccc3)c2)CC1,generated,-6.3
AALI,1,CN(C)c1cncc(Cn2c(COc3ccc(C(CN)N(C)C)cc3)c[nH]c2=O)n1,generated,-6.3
AAKW,0,Cc1ccc(C=C2CCCC(=NN(Cc3ccccc3)Cc3cccc(C(F)(F)F)c3)C2=O)cc1,generated,-6.3
AANT,0,O=C(NC1CCC2(CC1)OCCO2)N1CCC(O)CC1,generated,-6.3
ABDA,0,O=C(O)CCC(=O)NCCc1ccc(-c2ccccc2)cc1,generated,-6.3
AAXK,0,CN(C(=O)CSc1nc(O)cc(-c2ccccc2)n1)c1ccccc1,generated,-6.3
AAOM,0,CC(CCCCCCC(=O)N1CCC(=C(C(=O)O)c2ccc(Cl)cc2Cl)CC1)CC(=O)O,generated,-6.3
ABQJ,0,Cc1cccc(OCCn2c(C(F)(F)F)nc3cccnc32)c1,generated,-6.3
AAWM,0,COc1ccc(-c2nc3ccc(NS(C)(=O)=O)cc3s2)cc1,generated,-6.3
ABJO,0,Cc1cc(C(=O)c2ccc(OCC(=O)N3CCCC3)cc2)on1,generated,-6.3
AANG,0,Cc1ncc2c(n1)CN(C(=O)Cc1ccc(F)cc1)CC2,generated,-6.3
AAZM,0,Cc1ccc2oc(=O)ccc2c1C(=O)NCCCC(N)=O,generated,-6.3
AAKV,0,COC(=O)c1ccc(C(=O)NCc2cc(C)on2)cc1,generated,-6.3
AAYM,0,Cc1cc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)c(C)n1C(C)C,generated,-6.3
AACF,0,CN(C)C(=O)CNC(=O)NCc1ccc(-c2cccs2)cc1,generated,-6.3
AAEW,0,O=C(CC1CCCCC1)Nc1ccc(OC(F)(F)F)cn1,generated,-6.3
AAKO,0,Cc1ccc(-n2cnnc2SCC(=O)Nc2cccnc2)cc1,generated,-6.3
AAVH,0,CC1CC(C)CN(C(=O)NCc2ccc(C(=O)N(C)C)cc2)C1,training,-6.3
ABEK,0,Cc1ccc(-n2nc(C(=O)NC(C)(C)C)nc2C2CC2)cc1,generated,-6.3
ABMJ,0,Cc1nn(C)c(C)c1OCC(=O)NCc1ccc(-n2ccnn2)cc1,generated,-6.3
ABPK,0,CC(C)CNC(=O)NC(c1ccccc1)c1ccc(F)cc1,generated,-6.3
AAKK,0,CCS(=O)(=O)NC(C)c1cccc(NC(=O)C2CC2)c1,generated,-6.3
AAQW,0,CCc1cc(C(=O)Nc2cc(C)on2)c(NC(C)=O)o1,generated,-6.3
ABDX,0,CC(C)c1ccc(CNC(=O)NCCCc2ccccn2)cc1,generated,-6.3
ABBF,0,CCOC(=O)c1ccc(C(=O)CC2CCN(c3ccccc3)CC2)o1,generated,-6.3
ABOB,0,Cc1ccc(C(F)(F)F)cc1NC(=O)c1cc[nH]n1,generated,-6.3
AAHT,0,Cc1cc(C)cc(OCCn2c(=O)n(C)c(=O)n(CCC(C)C)c2=O)c1,generated,-6.3
AAMZ,0,COC(=O)C=C(C)C1Cc2ccccc2C(=O)O1,generated,-6.3
ABDK,0,CC(C)(C)C(C#N)NC(=O)NCCc1cnc(-c2ccccc2)s1,generated,-6.3
AAKZ,0,O=C(C=Cc1ccc([N+](=O)[O-])o1)Nc1ccc2oncc2c1,generated,-6.3
AAYU,0,COc1ccc(-c2cc3c(C)cc(N)nc3[nH]2)cc1,generated,-6.3
AAEY,0,CN1C(=O)C(=Cc2ccc(-n3cccc3)cc2)SC1=S,generated,-6.3
ABBI,0,Cc1ccc(NC(=O)C(C)NS(=O)(=O)Cc2ccccn2)cc1,generated,-6.3
ABIE,0,Cc1nn(C)c(C)c1COC(=O)c1cc(C2CC2)n(C)n1,generated,-6.3
ABPW,0,CC(C)N(C)c1ccc(C(=O)c2ccc(C#N)cc2)cc1,generated,-6.3
ABCI,0,CNc1ncc(C(=O)Nc2ccccc2C(=O)C(C)C)c(Cl)n1,generated,-6.3
ABQO,0,CC(=O)N(C)c1ccc(N=C(S)N(Cc2ccccc2)Cc2ccco2)cc1,generated,-6.3
AANM,1,CC(=O)NC(CC(=O)O)c1cccc(Cl)c1,generated,-6.3
ABOJ,0,CC(C)(C)Cc1cc(NC(=O)Nc2ccc(C#N)cc2)on1,generated,-6.3
ABOI,0,O=C(NC1CC1)c1ccc(Cn2nc(C(F)(F)F)cc2Cl)cc1,generated,-6.3
AASX,0,CC(C)C(C)NC(=O)CN1CCC(Nc2ncccn2)CC1,generated,-6.3
AAGA,0,Cc1sc(=O)n(CCN2CCN(c3ccc(F)cc3)CC2)c1C,generated,-6.3
AAUU,0,CCOc1ccccc1CNC(=O)Nc1ccc2c(c1)COC2,training,-6.3
ABFF,0,CN(C)S(=O)(=O)c1cccc(C(=O)NCc2ccccc2)c1,training,-6.3
ABKE,0,O=C(C=Cc1ccccc1)Nc1nnc(SCCCN2CCCCC2)n1Cc1ccccc1,generated,-6.3
ABQW,0,CCc1ccc(C(C#N)OC(=O)c2ccc(C)s2)o1,generated,-6.3
ABIX,0,Cc1ccc(C)c([S+]([O-])C2(c3ccccc3)CC2)c1,generated,-6.3
ABGI,0,CC(C)CN(C(=O)c1ccc2oc(-c3ccccc3)nc2c1)C1CC1,generated,-6.3
AAMT,0,O=C(NCc1ccccc1)Nc1ccc2c(c1)N=C(C(=O)O)CC2,generated,-6.3
ABIF,0,CC1CCC(CN(C)C(=O)Cc2c(F)cccc2F)CC1,generated,-6.3
AACB,0,N#Cc1ccc(CN(Cc2ccccc2)Cc2cn(Cc3ccccc3)nn2)cc1,generated,-6.3
AAMN,0,Cc1onc(-c2ccccc2)c1C(=O)OCC(=O)Nc1ccccc1,training,-6.3
AABX,0,O=S(=O)(CC1CCCC1)Nc1ccc2[nH]ncc2c1,generated,-6.3
ABCD,0,CC(C)(C)NC(=O)CSc1nnnn1-c1ccccc1OCC(F)F,generated,-6.3
ABPO,0,CC1CN(Cc2ccnc(N(C)Cc3ccccc3)c2)CCO1,generated,-6.3
AAHC,0,CC(C)CCCCCCCCCCCCCCCCC(c1ccccc1)(c1ccccc1)c1ccccc1,generated,-6.3
AAFQ,0,O=C(O)c1ccc(-c2cc(Cl)c(O)c(Cl)c2)c(Cl)c1,generated,-6.3
ABHF,0,CC1(C)C2CC=C(CCCCCC(=O)NCCCn3cnc4c(N)ncnc43)CC21O,generated,-6.3
AATV,0,O=C(O)CCCNC(=O)c1cn2c(nc3ccccc32)c(C(=O)O)n1,generated,-6.3
AAXY,0,CC(=O)Nc1ccc(NC(=O)CCN2CC3=CC=CC3C2=O)cc1,generated,-6.3
AATT,0,CCCCN(CCCC)C(=O)C(C)NC(=O)N1CCN(C(=O)N2CCCS2(=O)=O)CC1,generated,-6.3
AASD,0,COc1cccc(C2C(C#N)=C(N)Oc3cc(O)ccc32)c1,training,-6.2
AANI,0,c1ccc(NCCc2nc(-c3ccco3)n[nH]2)cc1,generated,-6.2
AAHZ,0,O=C(NCc1cnn(-c2ccccc2)c1)Nc1nc2ccccc2s1,generated,-6.2
ABLR,0,CN(C)c1nccc(N(C)C2CCN(c3ncccn3)CC2)n1,generated,-6.2
ABKR,0,CC(C)S(=O)(=O)N1CCN(C(=O)C2CCC3(C2)OCCO3)CC1,generated,-6.2
AAPS,0,CC(C)C(=O)Nc1ccc(CNC(=O)NC(C)(CO)C2CCCCC2)cc1,generated,-6.2
AAQN,0,N#Cc1ccc(Oc2ccc([N+](=O)[O-])cc2Cl)cc1,generated,-6.2
AAEL,1,CNS(=O)(=O)c1ccc(NC(=O)COc2ccccc2OC)cc1,generated,-6.2
ABJP,0,CC1CCN(C(=O)Cc2csc(Nc3ncccn3)n2)CC1,training,-6.2
AACS,0,COC1CCC(C(O)C2CCC(CCN3COC(CF)C3)C2)CC1,generated,-6.2
ABMT,0,CC(=NNS(=O)(=O)c1c(C)cc(C)cc1C)c1ccccc1,generated,-6.2
AANQ,0,O=C(CN1CCC(CCO)CC1)N1CCCC(c2ccn[nH]2)C1,generated,-6.2
